1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0.010101
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0.020202
84	0
85	0
86	0.010101
87	0
88	0
89	0
90	0
91	0.010101
92	0
93	0.010101
94	0.010101
95	0
96	0
97	0.010101
98	0.020202
99	0.020202
100	0
101	0.010101
102	0.010101
103	0
104	0.030303
105	0
106	0
107	0.010101
108	0
109	0.010101
110	0.010101
111	0
112	0.010101
113	0.010101
114	0.030303
115	0
116	0.020202
117	0.020202
118	0.020202
119	0
120	0
121	0
122	0.010101
123	0.0505051
124	0.010101
125	0.010101
126	0
127	0
128	0.010101
129	0.010101
130	0.010101
131	0.010101
132	0
133	0.010101
134	0
135	0
136	0.020202
137	0.010101
138	0.030303
139	0.010101
140	0.010101
141	0.010101
142	0.020202
143	0
144	0
145	0.010101
146	0
147	0.020202
148	0
149	0
150	0
151	0
152	0.010101
153	0.010101
154	0.020202
155	0
156	0.010101
157	0
158	0.020202
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0.010101
167	0.040404
168	0.010101
169	0
170	0.010101
171	0
172	0
173	0.010101
174	0
175	0.030303
176	0.010101
177	0
178	0.020202
179	0.010101
180	0.030303
181	0.010101
182	0.010101
183	0.010101
184	0.010101
185	0
186	0
187	0.010101
188	0.010101
189	0
190	0.020202
191	0
192	0.020202
193	0
194	0.010101
195	0.010101
196	0
197	0
198	0
199	0.020202
200	0.010101
201	0.010101
